# 2017/03/04 - 16:39
PDB,CHAIN,ACCESSION,EC_NUMBER
1h57,A,P00433,1.11.1.7
1h58,A,P00433,1.11.1.7
1h5a,A,P00433,1.11.1.7
1h5c,A,P00433,1.11.1.7
1h5d,A,P00433,1.11.1.7
1h5e,A,P00433,1.11.1.7
1h5f,A,P00433,1.11.1.7
1h5g,A,P00433,1.11.1.7
1h5h,A,P00433,1.11.1.7
1h5i,A,P00433,1.11.1.7
1h5j,A,P00433,1.11.1.7
1h5k,A,P00433,1.11.1.7
1h5l,A,P00433,1.11.1.7
1h5m,A,P00433,1.11.1.7
1h5n,A,Q52675,1.7.2.3
1h5n,A,Q52675,1.8.5.3
1h5n,C,Q52675,1.7.2.3
1h5n,C,Q52675,1.8.5.3
1h5q,A,O93868,1.1.1.138
1h5q,B,O93868,1.1.1.138
1h5q,C,O93868,1.1.1.138
1h5q,D,O93868,1.1.1.138
1h5q,E,O93868,1.1.1.138
1h5q,F,O93868,1.1.1.138
1h5q,G,O93868,1.1.1.138
1h5q,H,O93868,1.1.1.138
1h5q,I,O93868,1.1.1.138
1h5q,J,O93868,1.1.1.138
1h5q,K,O93868,1.1.1.138
1h5q,L,O93868,1.1.1.138
1h5r,A,P37744,2.7.7.24
1h5r,B,P37744,2.7.7.24
1h5r,C,P37744,2.7.7.24
1h5r,D,P37744,2.7.7.24
1h5s,A,P37744,2.7.7.24
1h5s,B,P37744,2.7.7.24
1h5s,C,P37744,2.7.7.24
1h5s,D,P37744,2.7.7.24
1h5t,A,P37744,2.7.7.24
1h5t,B,P37744,2.7.7.24
1h5t,C,P37744,2.7.7.24
1h5t,D,P37744,2.7.7.24
1h5u,A,P00489,2.4.1.1
1h5v,A,O85465,3.2.1.4
1h5x,A, ,3.5.2.6
1h5x,B, ,3.5.2.6
1h5z,A,P9WPP9,1.14.13.70
1h66,A,P15559,1.6.5.2
1h66,B,P15559,1.6.5.2
1h66,C,P15559,1.6.5.2
1h66,D,P15559,1.6.5.2
1h69,A,P15559,1.6.5.2
1h69,B,P15559,1.6.5.2
1h69,C,P15559,1.6.5.2
1h69,D,P15559,1.6.5.2
1h6a,A,Q07982,1.1.99.28
1h6a,B,Q07982,1.1.99.28
1h6b,A,Q07982,1.1.99.28
1h6b,B,Q07982,1.1.99.28
1h6c,A,Q07982,1.1.99.28
1h6c,B,Q07982,1.1.99.28
1h6d,A,Q07982,1.1.99.28
1h6d,B,Q07982,1.1.99.28
1h6d,C,Q07982,1.1.99.28
1h6d,D,Q07982,1.1.99.28
1h6d,E,Q07982,1.1.99.28
1h6d,F,Q07982,1.1.99.28
1h6d,G,Q07982,1.1.99.28
1h6d,H,Q07982,1.1.99.28
1h6d,I,Q07982,1.1.99.28
1h6d,J,Q07982,1.1.99.28
1h6d,K,Q07982,1.1.99.28
1h6d,L,Q07982,1.1.99.28
1h6j,A,P42216,2.7.7.38
1h6j,B,P42216,2.7.7.38
1h6l,A,O66037,3.1.3.8
1h6m,A,P00698,3.2.1.17
1h6n,A,P42321,1.11.1.6
1h6v,A,O89049,1.8.1.9
1h6v,B,O89049,1.8.1.9
1h6v,C,O89049,1.8.1.9
1h6v,D,O89049,1.8.1.9
1h6v,E,O89049,1.8.1.9
1h6v,F,O89049,1.8.1.9
1h6x,A,P51584,3.2.1.8
1h6y,A,P51584,3.2.1.8
1h6y,B,P51584,3.2.1.8
1h70,A,Q9I4E3,3.5.3.18
1h71,P, ,3.4.24.40
1h72,C,Q58504,2.7.1.39
1h73,A,Q58504,2.7.1.39
1h74,A,Q58504,2.7.1.39
1h74,B,Q58504,2.7.1.39
1h74,C,Q58504,2.7.1.39
1h74,D,Q58504,2.7.1.39
1h78,A,P07071,1.17.4.2
1h79,A,P07071,1.17.4.2
1h7a,A,P07071,1.17.4.2
1h7b,A,P07071,1.17.4.2
1h7d,A,P08680,2.3.1.37
1h7e,A,P42216,2.7.7.38
1h7e,B,P42216,2.7.7.38
1h7f,A,P42216,2.7.7.38
1h7f,B,P42216,2.7.7.38
1h7g,A,P42216,2.7.7.38
1h7g,B,P42216,2.7.7.38
1h7h,A,P42216,2.7.7.38
1h7h,B,P42216,2.7.7.38
1h7j,A,P08680,2.3.1.37
1h7k,A,P42321,1.11.1.6
1h7n,A,P05373,4.2.1.24
1h7o,A,P05373,4.2.1.24
1h7p,A,P05373,4.2.1.24
1h7r,A,P05373,4.2.1.24
1h7t,A,P42216,2.7.7.38
1h7t,B,P42216,2.7.7.38
1h7w,A,Q28943,1.3.1.2
1h7w,B,Q28943,1.3.1.2
1h7w,C,Q28943,1.3.1.2
1h7w,D,Q28943,1.3.1.2
1h7x,A,Q28943,1.3.1.2
1h7x,B,Q28943,1.3.1.2
1h7x,C,Q28943,1.3.1.2
1h7x,D,Q28943,1.3.1.2
1h80,A,Q9F5I8,3.2.1.157
1h80,B,Q9F5I8,3.2.1.157
1h81,A,O64411,1.5.3.14
1h81,A,O64411,1.5.3.15
1h81,B,O64411,1.5.3.14
1h81,B,O64411,1.5.3.15
1h81,C,O64411,1.5.3.14
1h81,C,O64411,1.5.3.15
1h82,A,O64411,1.5.3.14
1h82,A,O64411,1.5.3.15
1h82,B,O64411,1.5.3.14
1h82,B,O64411,1.5.3.15
1h82,C,O64411,1.5.3.14
1h82,C,O64411,1.5.3.15
1h83,A,O64411,1.5.3.14
1h83,A,O64411,1.5.3.15
1h83,B,O64411,1.5.3.14
1h83,B,O64411,1.5.3.15
1h83,C,O64411,1.5.3.14
1h83,C,O64411,1.5.3.15
1h84,A,O64411,1.5.3.14
1h84,A,O64411,1.5.3.15
1h84,B,O64411,1.5.3.14
1h84,B,O64411,1.5.3.15
1h84,C,O64411,1.5.3.14
1h84,C,O64411,1.5.3.15
1h85,A,P21890,1.18.1.2
1h86,A,O64411,1.5.3.14
1h86,A,O64411,1.5.3.15
1h86,B,O64411,1.5.3.14
1h86,B,O64411,1.5.3.15
1h86,C,O64411,1.5.3.14
1h86,C,O64411,1.5.3.15
1h87,A,P00698,3.2.1.17
1h8d,H,P00734,3.4.21.5
1h8d,L,P00734,3.4.21.5
1h8e,D,P00829,3.6.3.14
1h8e,E,P00829,3.6.3.14
1h8e,F,P00829,3.6.3.14
1h8f,A,P49841,2.7.11.1
1h8f,A,P49841,2.7.11.26
1h8f,B,P49841,2.7.11.1
1h8f,B,P49841,2.7.11.26
1h8g,A,P06653,3.5.1.28
1h8g,B,P06653,3.5.1.28
1h8h,D,P00829,3.6.3.14
1h8h,E,P00829,3.6.3.14
1h8h,F,P00829,3.6.3.14
1h8i,H,P00734,3.4.21.5
1h8i,L,P00734,3.4.21.5
1h8l,A,P83852,3.4.17.22
1h8v,A, ,3.2.1.4
1h8v,B, ,3.2.1.4
1h8v,C, ,3.2.1.4
1h8v,D, ,3.2.1.4
1h8v,E, ,3.2.1.4
1h8v,F, ,3.2.1.4
1h8x,A,P07998,3.1.27.5
1h8x,B,P07998,3.1.27.5
1h8y,A, ,3.5.2.6
1h8y,B, ,3.5.2.6
1h8z,A, ,3.5.2.6
1h8z,B, ,3.5.2.6
1h92,A,P06239,2.7.10.2
1h93,A,P11411,1.1.1.49
1h94,A,P11411,1.1.1.49
1h9a,A,P11411,1.1.1.49
1h9b,A,P11411,1.1.1.49
1h9c,A,P69795,2.7.1.196
1h9h,E,P00761,3.4.21.4
1h9i,E,P00761,3.4.21.4
1h9l,B,P00772,3.4.21.36
1h9n,A,P00918,4.2.1.1
1h9o,B,P09619,2.7.10.1
1h9q,A,P00918,4.2.1.1
1h9x,A,P72181,1.7.2.1
1h9x,A,P72181,1.7.99.1
1h9x,B,P72181,1.7.2.1
1h9x,B,P72181,1.7.99.1
1h9y,A,P72181,1.7.2.1
1h9y,A,P72181,1.7.99.1
1h9y,B,P72181,1.7.2.1
1h9y,B,P72181,1.7.99.1
1ha3,A, ,3.1.5.1
1ha3,B, ,3.1.5.1
1hag,E,P00734,3.4.21.5
1hah,H,P00734,3.4.21.5
1hah,L,P00734,3.4.21.5
1hai,H,P00734,3.4.21.5
1hai,L,P00734,3.4.21.5
1han,A,P47228,1.13.11.39
1hao,H,P00734,3.4.21.5
1hao,L,P00734,3.4.21.5
1hap,H,P00734,3.4.21.5
1hap,L,P00734,3.4.21.5
1har,A,P03366,2.7.7.49
1har,A,P03366,2.7.7.7
1har,A,P03366,3.1.13.2
1har,A,P03366,3.1.26.13
1har,A,P03366,3.4.23.16
1hau,A, ,1.7.2.1
1hau,A, ,1.7.99.3
1hav,A,P08617,2.7.7.48
1hav,A,P08617,3.4.22.28
1hav,A,P08617,3.6.1.15
1hav,B,P08617,2.7.7.48
1hav,B,P08617,3.4.22.28
1hav,B,P08617,3.6.1.15
1haw,A, ,1.7.2.1
1haw,A, ,1.7.99.3
1hax,B,P00772,3.4.21.36
1hay,B,P00772,3.4.21.36
1haz,B,P00772,3.4.21.36
1hb0,B,P00772,3.4.21.36
1hb1,A,P05326,1.21.3.1
1hb2,A,P05326,1.21.3.1
1hb3,A,P05326,1.21.3.1
1hb4,A,P05326,1.21.3.1
1hbj,A,P04058,3.1.1.7
1hbm,A,P11558,2.8.4.1
1hbm,B,P11560,2.8.4.1
1hbm,C,P11562,2.8.4.1
1hbm,D,P11558,2.8.4.1
1hbm,E,P11560,2.8.4.1
1hbm,F,P11562,2.8.4.1
1hbn,A,P11558,2.8.4.1
1hbn,B,P11560,2.8.4.1
1hbn,C,P11562,2.8.4.1
1hbn,D,P11558,2.8.4.1
1hbn,E,P11560,2.8.4.1
1hbn,F,P11562,2.8.4.1
1hbo,A,P11558,2.8.4.1
1hbo,B,P11560,2.8.4.1
1hbo,C,P11562,2.8.4.1
1hbo,D,P11558,2.8.4.1
1hbo,E,P11560,2.8.4.1
1hbo,F,P11562,2.8.4.1
1hbt,H,P00734,3.4.21.5
1hbt,L,P00734,3.4.21.5
1hbu,A,P11558,2.8.4.1
1hbu,B,P11560,2.8.4.1
1hbu,C,P11562,2.8.4.1
1hbu,D,P11558,2.8.4.1
1hbu,E,P11560,2.8.4.1
1hbu,F,P11562,2.8.4.1
1hbv,A,P03366,2.7.7.49
1hbv,A,P03366,2.7.7.7
1hbv,A,P03366,3.1.13.2
1hbv,A,P03366,3.1.26.13
1hbv,A,P03366,3.4.23.16
1hbv,B,P03366,2.7.7.49
1hbv,B,P03366,2.7.7.7
1hbv,B,P03366,3.1.13.2
1hbv,B,P03366,3.1.26.13
1hbv,B,P03366,3.4.23.16
1hbz,A,P29422,1.11.1.6
1hc0,A,P00698,3.2.1.17
1hc7,A,Q5SM28,6.1.1.15
1hc7,B,Q5SM28,6.1.1.15
1hc7,C,Q5SM28,6.1.1.15
1hc7,D,Q5SM28,6.1.1.15
1hca,A,P00918,4.2.1.1
1hcb,A,P00915,4.2.1.1
1hcf,X,Q16620,2.7.10.1
1hcf,Y,Q16620,2.7.10.1
1hcg,A,P00742,3.4.21.6
1hcg,B,P00742,3.4.21.6
1hch,A,P00433,1.11.1.7
1hck,A,P24941,2.7.11.22
1hcl,A,P24941,2.7.11.22
1hcm,A,P72181,1.7.2.1
1hcm,A,P72181,1.7.99.1
1hcm,B,P72181,1.7.2.1
1hcm,B,P72181,1.7.99.1
1hcs,B,P12931,2.7.10.2
1hct,B,P12931,2.7.10.2
1hcu,A, ,3.2.1.113
1hcu,B, ,3.2.1.113
1hcu,C, ,3.2.1.113
1hcu,D, ,3.2.1.113
1hcx,A,P06653,3.5.1.28
1hcx,B,P06653,3.5.1.28
1hd2,A,P30044,1.11.1.15
1hd5,A,P43316,3.2.1.4
1hd7,A,P27695,4.2.99.18
1hd8,A,P0AEB2,3.4.16.4
1hd8,A,P0AEB2,3.5.2.6
1hdc,A,P19992,1.1.1.53
1hdc,B,P19992,1.1.1.53
1hdc,C,P19992,1.1.1.53
1hdc,D,P19992,1.1.1.53
1hde,A,P22643,3.8.1.5
1hde,B,P22643,3.8.1.5
1hdg,O,P17721,1.2.1.12
1hdg,Q,P17721,1.2.1.12
1hdh,A,P51691,3.1.6.1
1hdh,B,P51691,3.1.6.1
1hdi,A,Q7SIB7,2.7.2.3
1hdk,A, ,3.1.1.5
1hdo,A,P30043,1.3.1.24
1hdo,A,P30043,1.5.1.30
1hdq,A,P00730,3.4.17.1
1hdr,A,P09417,1.5.1.34
1hdt,H,P00734,3.4.21.5
1hdt,L,P00734,3.4.21.5
1hdu,A,P00730,3.4.17.1
1hdu,B,P00730,3.4.17.1
1hdu,D,P00730,3.4.17.1
1hdu,E,P00730,3.4.17.1
1hdx,A,P00325,1.1.1.1
1hdx,B,P00325,1.1.1.1
1hdy,A,P00325,1.1.1.1
1hdy,B,P00325,1.1.1.1
1hdz,A,P00325,1.1.1.1
1hdz,B,P00325,1.1.1.1
1he2,A,P30043,1.3.1.24
1he2,A,P30043,1.5.1.30
1he3,A,P30043,1.3.1.24
1he3,A,P30043,1.5.1.30
1he4,A,P30043,1.3.1.24
1he4,A,P30043,1.5.1.30
1he5,A,P30043,1.3.1.24
1he5,A,P30043,1.5.1.30
1he7,A,P04629,2.7.10.1
1he8,A,P48736,2.7.1.153
1he8,A,P48736,2.7.11.1
1hea,A,P00918,4.2.1.1
1heb,A,P00918,4.2.1.1
1hec,A,P00918,4.2.1.1
1hed,A,P00918,4.2.1.1
1hee,A,P00730,3.4.17.1
1hee,B,P00730,3.4.17.1
1hee,D,P00730,3.4.17.1
1hee,E,P00730,3.4.17.1
1hef,E,P03366,2.7.7.49
1hef,E,P03366,2.7.7.7
1hef,E,P03366,3.1.13.2
1hef,E,P03366,3.1.26.13
1hef,E,P03366,3.4.23.16
1heg,E,P03366,2.7.7.49
1heg,E,P03366,2.7.7.7
1heg,E,P03366,3.1.13.2
1heg,E,P03366,3.1.26.13
1heg,E,P03366,3.4.23.16
1heh,C,P54865,3.2.1.8
1hei,A,P27958,2.7.7.48
1hei,A,P27958,3.4.21.98
1hei,A,P27958,3.6.1.15
1hei,A,P27958,3.6.4.13
1hei,B,P27958,2.7.7.48
1hei,B,P27958,3.4.21.98
1hei,B,P27958,3.6.1.15
1hei,B,P27958,3.6.4.13
1hej,C,P54865,3.2.1.8
1hel,A,P00698,3.2.1.17
1hem,A,P00698,3.2.1.17
1hen,A,P00698,3.2.1.17
1heo,A,P00698,3.2.1.17
1hep,A,P00698,3.2.1.17
1heq,A,P00698,3.2.1.17
1her,A,P00698,3.2.1.17
1het,A,P00327,1.1.1.1
1het,B,P00327,1.1.1.1
1heu,A,P00327,1.1.1.1
1heu,B,P00327,1.1.1.1
1hew,A,P00698,3.2.1.17
1hex,A,Q5SIY4,1.1.1.85
1hf3,A,P00327,1.1.1.1
1hf3,B,P00327,1.1.1.1
1hf4,A,P00698,3.2.1.17
1hf4,B,P00698,3.2.1.17
1hf6,A,O85465,3.2.1.4
1hfb,A,P32449,2.5.1.54
1hfb,B,P32449,2.5.1.54
1hfb,C,P32449,2.5.1.54
1hfb,D,P32449,2.5.1.54
1hfb,E,P32449,2.5.1.54
1hfb,F,P32449,2.5.1.54
1hfb,G,P32449,2.5.1.54
1hfb,H,P32449,2.5.1.54
1hfc,A,P03956,3.4.24.7
1hfd,A,P00746,3.4.21.46
1hfe,L,P07598,1.12.7.2
1hfe,M,P07598,1.12.7.2
1hfe,S,P07603,1.12.7.2
1hfe,T,P07603,1.12.7.2
1hfj,A,P06608,3.5.1.1
1hfj,C,P06608,3.5.1.1
1hfk,A,P06608,3.5.1.1
1hfk,C,P06608,3.5.1.1
1hfo,A,P81529,5.3.2.1
1hfo,A,P81529,5.3.3.12
1hfo,B,P81529,5.3.2.1
1hfo,B,P81529,5.3.3.12
1hfo,C,P81529,5.3.2.1
1hfo,C,P81529,5.3.3.12
1hfo,D,P81529,5.3.2.1
1hfo,D,P81529,5.3.3.12
1hfo,E,P81529,5.3.2.1
1hfo,E,P81529,5.3.3.12
1hfo,F,P81529,5.3.2.1
1hfo,F,P81529,5.3.3.12
1hfp,A,P00374,1.5.1.3
1hfq,A,P00374,1.5.1.3
1hfr,A,P00374,1.5.1.3
1hfs,A,P08254,3.4.24.17
1hfu,A, ,1.10.3.2
1hfw,A,P06608,3.5.1.1
1hfw,B,P06608,3.5.1.1
1hfw,C,P06608,3.5.1.1
1hfw,D,P06608,3.5.1.1
1hfx,A, ,2.4.1.22
1hfy,A, ,2.4.1.22
1hfy,B, ,2.4.1.22
1hfz,A, ,2.4.1.22
1hfz,B, ,2.4.1.22
1hfz,C, ,2.4.1.22
1hfz,D, ,2.4.1.22
1hg0,A,P06608,3.5.1.1
1hg0,B,P06608,3.5.1.1
1hg0,C,P06608,3.5.1.1
1hg0,D,P06608,3.5.1.1
1hg1,A,P06608,3.5.1.1
1hg1,B,P06608,3.5.1.1
1hg1,C,P06608,3.5.1.1
1hg1,D,P06608,3.5.1.1
1hg3,A,P62003,5.3.1.1
1hg3,B,P62003,5.3.1.1
1hg3,C,P62003,5.3.1.1
1hg3,D,P62003,5.3.1.1
1hg3,E,P62003,5.3.1.1
1hg3,F,P62003,5.3.1.1
1hg3,G,P62003,5.3.1.1
1hg3,H,P62003,5.3.1.1
1hg8,A,Q07181,3.2.1.15
1hgt,H,P00734,3.4.21.5
1hgt,L,P00734,3.4.21.5
1hgw,A,P07987,3.2.1.91
1hgw,B,P07987,3.2.1.91
1hgx,A,P51900,2.4.2.22
1hgx,A,P51900,2.4.2.8
1hgx,B,P51900,2.4.2.22
1hgx,B,P51900,2.4.2.8
1hgy,A,P07987,3.2.1.91
1hgy,B,P07987,3.2.1.91
1hh1,A,Q7LXU0,3.1.22.4
1hhj,C,P04588,2.7.7.49
1hhj,C,P04588,2.7.7.7
1hhj,C,P04588,3.1.13.2
1hhj,C,P04588,3.1.26.13
1hhj,C,P04588,3.4.23.16
1hhj,F,P04588,2.7.7.49
1hhj,F,P04588,2.7.7.7
1hhj,F,P04588,3.1.13.2
1hhj,F,P04588,3.1.26.13
1hhj,F,P04588,3.4.23.16
1hhl,A,P00704,3.2.1.17
1hhp,A,P03367,2.7.7.49
1hhp,A,P03367,2.7.7.7
1hhp,A,P03367,3.1.13.2
1hhp,A,P03367,3.1.26.13
1hhp,A,P03367,3.4.23.16
1hhq,A,P22887,2.7.4.6
1hhs,A,P11124,2.7.7.48
1hhs,B,P11124,2.7.7.48
1hhs,C,P11124,2.7.7.48
1hht,P,P11124,2.7.7.48
1hht,Q,P11124,2.7.7.48
1hht,R,P11124,2.7.7.48
1hi0,P,P11124,2.7.7.48
1hi0,Q,P11124,2.7.7.48
1hi0,R,P11124,2.7.7.48
1hi1,A,P11124,2.7.7.48
1hi1,B,P11124,2.7.7.48
1hi1,C,P11124,2.7.7.48
1hi2,A,P10153,3.1.27.5
1hi3,A,P10153,3.1.27.5
1hi4,A,P10153,3.1.27.5
1hi5,A,P10153,3.1.27.5
1hi8,A,P11124,2.7.7.48
1hi8,B,P11124,2.7.7.48
1hia,A,P00752,3.4.21.35
1hia,B,P00752,3.4.21.35
1hia,X,P00752,3.4.21.35
1hia,Y,P00752,3.4.21.35
1hih,A,P03366,2.7.7.49
1hih,A,P03366,2.7.7.7
1hih,A,P03366,3.1.13.2
1hih,A,P03366,3.1.26.13
1hih,A,P03366,3.4.23.16
1hih,B,P03366,2.7.7.49
1hih,B,P03366,2.7.7.7
1hih,B,P03366,3.1.13.2
1hih,B,P03366,3.1.26.13
1hih,B,P03366,3.4.23.16
1hii,A,P04584,2.7.7.49
1hii,A,P04584,2.7.7.7
1hii,A,P04584,3.1.13.2
1hii,A,P04584,3.1.26.13
1hii,A,P04584,3.4.23.47
1hii,B,P04584,2.7.7.49
1hii,B,P04584,2.7.7.7
1hii,B,P04584,3.1.13.2
1hii,B,P04584,3.1.26.13
1hii,B,P04584,3.4.23.47
1hiv,A,P04585,2.7.7.49
1hiv,A,P04585,2.7.7.7
1hiv,A,P04585,3.1.13.2
1hiv,A,P04585,3.1.26.13
1hiv,A,P04585,3.4.23.16
1hiv,B,P04585,2.7.7.49
1hiv,B,P04585,2.7.7.7
1hiv,B,P04585,3.1.13.2
1hiv,B,P04585,3.1.26.13
1hiv,B,P04585,3.4.23.16
1hiw,A,P12497,2.7.7.49
1hiw,A,P12497,2.7.7.7
1hiw,A,P12497,3.1.13.2
1hiw,A,P12497,3.1.26.13
1hiw,A,P12497,3.4.23.16
1hiw,B,P12497,2.7.7.49
1hiw,B,P12497,2.7.7.7
1hiw,B,P12497,3.1.13.2
1hiw,B,P12497,3.1.26.13
1hiw,B,P12497,3.4.23.16
1hiw,C,P12497,2.7.7.49
1hiw,C,P12497,2.7.7.7
1hiw,C,P12497,3.1.13.2
1hiw,C,P12497,3.1.26.13
1hiw,C,P12497,3.4.23.16
1hiw,Q,P12497,2.7.7.49
1hiw,Q,P12497,2.7.7.7
1hiw,Q,P12497,3.1.13.2
1hiw,Q,P12497,3.1.26.13
1hiw,Q,P12497,3.4.23.16
1hiw,R,P12497,2.7.7.49
1hiw,R,P12497,2.7.7.7
1hiw,R,P12497,3.1.13.2
1hiw,R,P12497,3.1.26.13
1hiw,R,P12497,3.4.23.16
1hiw,S,P12497,2.7.7.49
1hiw,S,P12497,2.7.7.7
1hiw,S,P12497,3.1.13.2
1hiw,S,P12497,3.1.26.13
1hiw,S,P12497,3.4.23.16
1hix,A, ,3.2.1.8
1hix,B, ,3.2.1.8
1hiy,A,P22887,2.7.4.6
1hiy,B,P22887,2.7.4.6
1hiy,C,P22887,2.7.4.6
1hiz,A,P40943,3.2.1.8
1hj3,A,P72181,1.7.2.1
1hj3,A,P72181,1.7.99.1
1hj3,B,P72181,1.7.2.1
1hj3,B,P72181,1.7.99.1
1hj4,A,P72181,1.7.2.1
1hj4,A,P72181,1.7.99.1
1hj4,B,P72181,1.7.2.1
1hj4,B,P72181,1.7.99.1
1hj5,A,P72181,1.7.2.1
1hj5,A,P72181,1.7.99.1
1hj5,B,P72181,1.7.2.1
1hj5,B,P72181,1.7.99.1
1hj6,A,P08200,1.1.1.42
1hj8,A,P35031,3.4.21.4
1hj9,A,P00760,3.4.21.4
1hja,A,P00766,3.4.21.1
1hja,B,P00766,3.4.21.1
1hja,C,P00766,3.4.21.1
1hjf,A,P18548,1.14.20.1
1hjg,A,P18548,1.14.20.1
1hjj,A,P32173,2.7.7.77
1hjk,A,P00634,3.1.3.1
1hjk,B,P00634,3.1.3.1
1hjl,A,P32173,2.7.7.77
1hjo,A, ,3.6.1.3
1hjp,A,P0A809,3.6.4.12
1hjq,A,P83691,3.2.1.89
1hjr,A,P0A814,3.1.22.4
1hjr,B,P0A814,3.1.22.4
1hjr,C,P0A814,3.1.22.4
1hjr,D,P0A814,3.1.22.4
1hjs,A,P83692,3.2.1.89
1hjs,B,P83692,3.2.1.89
1hjs,C,P83692,3.2.1.89
1hjs,D,P83692,3.2.1.89
1hju,A,P83692,3.2.1.89
1hju,B,P83692,3.2.1.89
1hju,C,P83692,3.2.1.89
1hju,D,P83692,3.2.1.89
1hk8,A,P07071,1.17.4.2
1hka,A,P26281,2.7.6.3
1hkb,A,P19367,2.7.1.1
1hkb,B,P19367,2.7.1.1
1hkc,A,P19367,2.7.1.1
1hkg,A,P04806,2.7.1.1
1hki,A,Q13231,3.2.1.14
1hkj,A,Q13231,3.2.1.14
1hkk,A,Q13231,3.2.1.14
1hkm,A,Q13231,3.2.1.14
1hkv,A,P9WIU7,4.1.1.20
1hkv,B,P9WIU7,4.1.1.20
1hkw,A,P9WIU7,4.1.1.20
1hkw,B,P9WIU7,4.1.1.20
1hkx,A,P11798,2.7.11.17
1hkx,B,P11798,2.7.11.17
1hkx,C,P11798,2.7.11.17
1hkx,D,P11798,2.7.11.17
1hkx,E,P11798,2.7.11.17
1hkx,F,P11798,2.7.11.17
1hkx,G,P11798,2.7.11.17
1hkx,H,P11798,2.7.11.17
1hkx,I,P11798,2.7.11.17
1hkx,J,P11798,2.7.11.17
1hkx,K,P11798,2.7.11.17
1hkx,L,P11798,2.7.11.17
1hkx,M,P11798,2.7.11.17
1hkx,N,P11798,2.7.11.17
1hl2,A,P0A6L4,4.1.3.3
1hl2,B,P0A6L4,4.1.3.3
1hl2,C,P0A6L4,4.1.3.3
1hl2,D,P0A6L4,4.1.3.3
1hl4,A,P00441,1.15.1.1
1hl4,B,P00441,1.15.1.1
1hl4,C,P00441,1.15.1.1
1hl4,D,P00441,1.15.1.1
1hl5,A,P00441,1.15.1.1
1hl5,B,P00441,1.15.1.1
1hl5,C,P00441,1.15.1.1
1hl5,D,P00441,1.15.1.1
1hl5,E,P00441,1.15.1.1
1hl5,F,P00441,1.15.1.1
1hl5,G,P00441,1.15.1.1
1hl5,H,P00441,1.15.1.1
1hl5,I,P00441,1.15.1.1
1hl5,J,P00441,1.15.1.1
1hl5,K,P00441,1.15.1.1
1hl5,L,P00441,1.15.1.1
1hl5,M,P00441,1.15.1.1
1hl5,N,P00441,1.15.1.1
1hl5,O,P00441,1.15.1.1
1hl5,P,P00441,1.15.1.1
1hl5,Q,P00441,1.15.1.1
1hl5,S,P00441,1.15.1.1
1hl8,A, ,3.2.1.51
1hl8,B, ,3.2.1.51
1hl9,A, ,3.2.1.51
1hl9,B, ,3.2.1.51
1hld,A,P00327,1.1.1.1
1hld,B,P00327,1.1.1.1
1hlf,A,P00489,2.4.1.1
1hlg,A,P07098,3.1.1.3
1hlg,B,P07098,3.1.1.3
1hlk,A,P25910,3.5.2.6
1hlk,B,P25910,3.5.2.6
1hlp,A,Q07841,1.1.1.37
1hlp,B,Q07841,1.1.1.37
1hlt,H,P00734,3.4.21.5
1hlt,J,P00734,3.4.21.5
1hlt,K,P00734,3.4.21.5
1hlt,L,P00734,3.4.21.5
1hlw,A,P22887,2.7.4.6
1hm0,A,Q97R46,2.3.1.157
1hm0,A,Q97R46,2.7.7.23
1hm0,B,Q97R46,2.3.1.157
1hm0,B,Q97R46,2.7.7.23
1hm2,A,Q59288,4.2.2.5
1hm3,A,Q59288,4.2.2.5
1hm4,A,Q55012,4.2.3.7
1hm4,B,Q55012,4.2.3.7
1hm5,A,Q9N1E2,5.3.1.9
1hm5,B,Q9N1E2,5.3.1.9
1hm7,A,Q55012,4.2.3.7
1hm7,B,Q55012,4.2.3.7
1hm8,A,Q97R46,2.3.1.157
1hm8,A,Q97R46,2.7.7.23
1hm8,B,Q97R46,2.3.1.157
1hm8,B,Q97R46,2.7.7.23
1hm9,A,Q97R46,2.3.1.157
1hm9,A,Q97R46,2.7.7.23
1hm9,B,Q97R46,2.3.1.157
1hm9,B,Q97R46,2.7.7.23
1hmj,A,Q58443,2.7.7.6
1hmk,A, ,2.4.1.22
1hml,A, ,2.4.1.22
1hmp,A,P00492,2.4.2.8
1hmp,B,P00492,2.4.2.8
1hmu,A,Q59288,4.2.2.5
1hmv,A,P03366,2.7.7.49
1hmv,A,P03366,2.7.7.7
1hmv,A,P03366,3.1.13.2
1hmv,A,P03366,3.1.26.13
1hmv,A,P03366,3.4.23.16
1hmv,B,P03366,2.7.7.49
1hmv,B,P03366,2.7.7.7
1hmv,B,P03366,3.1.13.2
1hmv,B,P03366,3.1.26.13
1hmv,B,P03366,3.4.23.16
1hmv,C,P03366,2.7.7.49
1hmv,C,P03366,2.7.7.7
1hmv,C,P03366,3.1.13.2
1hmv,C,P03366,3.1.26.13
1hmv,C,P03366,3.4.23.16
1hmv,D,P03366,2.7.7.49
1hmv,D,P03366,2.7.7.7
1hmv,D,P03366,3.1.13.2
1hmv,D,P03366,3.1.26.13
1hmv,D,P03366,3.4.23.16
1hmv,E,P03366,2.7.7.49
1hmv,E,P03366,2.7.7.7
1hmv,E,P03366,3.1.13.2
1hmv,E,P03366,3.1.26.13
1hmv,E,P03366,3.4.23.16
1hmv,F,P03366,2.7.7.49
1hmv,F,P03366,2.7.7.7
1hmv,F,P03366,3.1.13.2
